Rings,"Sex (1 – male, 2 – female, 3 – uvenil)",Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight
9,1,0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765
8,2,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35
10,3,0.59,0.475,0.145,0.9745,0.4675,0.207,0.259
9,1,0.53,0.425,0.13,0.702,0.2975,0.1395,0.22
8,1,0.485,0.39,0.12,0.599,0.251,0.1345,0.169
8,3,0.4,0.315,0.09,0.3245,0.151,0.073,0.088
6,3,0.275,0.205,0.08,0.096,0.036,0.0185,0.03
17,2,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42
11,1,0.53,0.42,0.165,0.8945,0.319,0.239,0.245
8,1,0.65,0.485,0.14,1.175,0.475,0.2435,0.215
11,1,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115
7,3,0.39,0.3,0.09,0.252,0.1065,0.053,0.08
17,2,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278
11,3,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223
16,2,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42
12,3,0.44,0.35,0.135,0.435,0.1815,0.083,0.125
15,2,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52
5,3,0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285
13,3,0.575,0.475,0.17,0.967,0.3775,0.284,0.275
6,3,0.31,0.225,0.075,0.155,0.065,0.037,0.0365
13,3,0.615,0.46,0.19,1.066,0.4335,0.226,0.33
14,2,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095
10,3,0.56,0.445,0.15,0.8225,0.3685,0.187,0.236
14,2,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28
7,3,0.495,0.33,0.1,0.44,0.177,0.095,0.15
8,3,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525
10,2,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375
8,1,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105
8,2,0.47,0.36,0.1,0.4705,0.1635,0.089,0.1385
10,2,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185
25,2,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51
5,3,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03
5,3,0.185,0.135,0.04,0.027,0.0105,0.0055,0.009
9,2,0.53,0.43,0.15,0.741,0.325,0.1855,0.196
10,1,0.57,0.435,0.17,0.873,0.382,0.183,0.2705
16,1,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58
9,1,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155
10,1,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185
21,1,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465
12,3,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3
7,2,0.325,0.26,0.09,0.1915,0.085,0.036,0.062
9,2,0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185
7,3,0.535,0.4,0.13,0.657,0.2835,0.162,0.175
9,1,0.505,0.39,0.12,0.653,0.3315,0.1385,0.167
5,3,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02
9,3,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165
7,3,0.435,0.325,0.12,0.346,0.159,0.084,0.095
9,3,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775
11,3,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196
15,2,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46
9,3,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08
8,2,0.525,0.415,0.14,0.724,0.3475,0.173,0.175
11,3,0.49,0.38,0.12,0.529,0.2165,0.139,0.155
10,3,0.435,0.34,0.11,0.407,0.1685,0.073,0.13
9,2,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645
6,3,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415
8,2,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177
7,3,0.415,0.32,0.11,0.3735,0.175,0.0755,0.109
7,3,0.425,0.325,0.11,0.3335,0.173,0.045,0.1
7,3,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1
8,1,0.46,0.36,0.125,0.547,0.2165,0.1105,0.19
9,2,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885
9,1,0.66,0.5,0.165,1.3195,0.667,0.269,0.341
14,1,0.45,0.335,0.14,0.4625,0.164,0.076,0.15
8,3,0.5,0.37,0.12,0.5445,0.249,0.1065,0.152
11,2,0.625,0.515,0.155,1.1635,0.4875,0.259,0.355
8,1,0.635,0.51,0.185,1.308,0.544,0.318,0.377
6,3,0.42,0.31,0.095,0.279,0.1255,0.051,0.088
6,3,0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765
9,2,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715
8,2,0.62,0.465,0.14,1.011,0.479,0.2385,0.255
10,1,0.655,0.505,0.165,1.27,0.6035,0.262,0.335
6,3,0.375,0.26,0.08,0.2075,0.09,0.0415,0.07
11,2,0.54,0.42,0.14,0.805,0.369,0.1725,0.21
11,1,0.675,0.505,0.16,1.532,0.74,0.357,0.3815
19,2,0.565,0.455,0.175,1.013,0.342,0.207,0.35
10,2,0.645,0.51,0.19,1.363,0.573,0.362,0.36
14,1,0.56,0.44,0.14,0.971,0.443,0.2045,0.265
10,1,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274
9,3,0.535,0.42,0.145,0.6885,0.273,0.1515,0.237
15,1,0.59,0.475,0.145,1.053,0.4415,0.262,0.325
14,2,0.54,0.415,0.175,0.8975,0.275,0.241,0.275
13,2,0.69,0.545,0.205,1.933,0.7855,0.429,0.498
7,1,0.38,0.235,0.1,0.258,0.1055,0.054,0.08
8,3,0.465,0.345,0.11,0.393,0.1825,0.0735,0.12
9,1,0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275
10,3,0.465,0.325,0.14,0.7615,0.362,0.1535,0.209
7,3,0.445,0.345,0.12,0.4035,0.169,0.0825,0.13
6,3,0.375,0.28,0.08,0.226,0.105,0.047,0.065
11,1,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795
17,2,0.555,0.435,0.165,0.97,0.336,0.2315,0.295
15,2,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17
9,1,0.57,0.45,0.135,1.02,0.546,0.204,0.25
13,1,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275
7,3,0.51,0.405,0.135,0.769,0.3655,0.1585,0.18
21,2,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39
8,3,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645
10,1,0.595,0.49,0.185,1.185,0.482,0.2015,0.361
11,2,0.625,0.445,0.16,1.09,0.46,0.2965,0.304
14,1,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385
8,3,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.167
9,2,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395
9,1,0.455,0.35,0.105,0.401,0.1575,0.083,0.135
9,2,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095
9,2,0.47,0.365,0.12,0.543,0.2295,0.1495,0.15
5,3,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02
6,3,0.3,0.23,0.095,0.1385,0.056,0.0365,0.037
12,2,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185
8,1,0.505,0.365,0.115,0.521,0.25,0.096,0.15
11,1,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325
10,1,0.59,0.49,0.165,1.207,0.559,0.235,0.309
10,2,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263
13,2,0.605,0.45,0.165,1.2225,0.357,0.202,0.385
17,1,0.565,0.47,0.195,1.142,0.387,0.258,0.35
9,3,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25
19,1,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29
7,3,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049
11,2,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41
5,3,0.32,0.235,0.065,0.1385,0.058,0.0225,0.05
27,2,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525
21,2,0.56,0.455,0.125,0.943,0.344,0.129,0.375
9,1,0.61,0.485,0.17,1.281,0.597,0.3035,0.33
12,1,0.455,0.345,0.125,0.44,0.169,0.1065,0.135
10,1,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47
8,3,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805
8,1,0.6,0.48,0.09,1.05,0.457,0.2685,0.28
9,2,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835
11,1,0.72,0.585,0.22,1.914,0.9155,0.448,0.479
8,1,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365
9,2,0.58,0.45,0.15,0.92,0.393,0.212,0.2895
13,1,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235
8,3,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015
6,1,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025
7,3,0.345,0.265,0.1,0.2455,0.111,0.0535,0.065
9,2,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195
9,3,0.55,0.42,0.155,0.912,0.495,0.1805,0.205
12,2,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33
10,3,0.55,0.415,0.15,0.7915,0.3535,0.176,0.236
9,1,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265
11,3,0.55,0.445,0.145,0.783,0.3045,0.157,0.265
10,2,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375
15,1,0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085
