Rings,"Sex (1 – male, 2 – female, 3 – uvenil)",Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight
8,1,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445
15,2,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305
13,2,0.655,0.5,0.22,1.359,0.642,0.3255,0.405
8,1,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198
7,3,0.31,0.235,0.075,0.1515,0.056,0.0315,0.05
10,1,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595
6,3,0.35,0.265,0.08,0.192,0.081,0.0465,0.053
14,1,0.65,0.495,0.18,1.793,0.8005,0.339,0.53
8,3,0.36,0.27,0.095,0.2,0.073,0.056,0.061
11,2,0.635,0.495,0.18,1.596,0.617,0.317,0.37
13,1,0.655,0.53,0.195,1.388,0.567,0.2735,0.41
11,2,0.52,0.43,0.15,0.728,0.302,0.1575,0.235
10,2,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585
12,1,0.54,0.415,0.145,0.74,0.2635,0.168,0.245
12,1,0.59,0.445,0.14,0.931,0.356,0.234,0.28
11,2,0.505,0.405,0.18,0.606,0.239,0.1235,0.18
12,1,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075
7,1,0.535,0.405,0.14,0.818,0.402,0.1715,0.189
8,1,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955
7,3,0.355,0.255,0.08,0.187,0.078,0.0505,0.058
13,2,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27
11,1,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415
9,2,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335
10,2,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315
5,3,0.25,0.185,0.065,0.071,0.027,0.0185,0.0225
6,3,0.34,0.25,0.09,0.179,0.0775,0.033,0.055
6,3,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11
10,1,0.65,0.515,0.175,1.466,0.677,0.3045,0.4
11,1,0.57,0.46,0.155,1.0005,0.454,0.205,0.265
6,3,0.405,0.3,0.09,0.269,0.103,0.067,0.11
16,2,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474
9,3,0.525,0.4,0.145,0.6095,0.248,0.159,0.175
8,2,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155
13,2,0.6,0.505,0.19,1.129,0.4385,0.256,0.36
11,2,0.59,0.475,0.155,0.9715,0.371,0.235,0.28
7,3,0.37,0.275,0.09,0.2065,0.096,0.0395,0.058
11,3,0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239
9,2,0.345,0.255,0.1,0.197,0.071,0.051,0.06
14,2,0.675,0.535,0.22,1.604,0.6175,0.4255,0.453
9,1,0.58,0.455,0.195,1.859,0.945,0.426,0.441
9,2,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245
8,1,0.59,0.47,0.135,1.1685,0.539,0.279,0.28
10,1,0.66,0.525,0.18,1.478,0.5815,0.381,0.372
11,1,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32
7,3,0.375,0.275,0.085,0.22,0.109,0.05,0.0605
6,3,0.43,0.33,0.1,0.449,0.254,0.0825,0.097
11,2,0.65,0.505,0.165,1.357,0.5725,0.281,0.43
10,2,0.63,0.49,0.225,1.336,0.6805,0.259,0.3245
7,2,0.49,0.37,0.105,0.5265,0.249,0.1005,0.148
17,2,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215
9,2,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32
11,1,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195
13,1,0.565,0.435,0.185,0.9815,0.329,0.136,0.39
16,2,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295
11,2,0.585,0.42,0.155,1.034,0.437,0.2225,0.32
7,3,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066
16,2,0.74,0.6,0.195,1.974,0.598,0.4085,0.71
11,2,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381
7,3,0.33,0.23,0.08,0.14,0.0565,0.0365,0.046
8,1,0.385,0.255,0.1,0.3175,0.137,0.068,0.092
6,3,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645
9,1,0.515,0.4,0.14,0.6335,0.288,0.145,0.168
11,2,0.63,0.475,0.15,1.172,0.536,0.254,0.316
8,1,0.63,0.47,0.155,1.1325,0.589,0.211,0.287
7,3,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09
7,3,0.34,0.25,0.07,0.2225,0.104,0.0425,0.055
5,3,0.42,0.32,0.115,0.376,0.169,0.092,0.1
13,1,0.62,0.505,0.185,1.5275,0.69,0.368,0.35
9,1,0.575,0.465,0.15,1.08,0.595,0.2065,0.238
11,1,0.585,0.45,0.15,0.997,0.4055,0.283,0.251
8,2,0.645,0.505,0.165,1.4325,0.684,0.308,0.336
8,3,0.48,0.355,0.115,0.4725,0.2065,0.112,0.132
5,3,0.215,0.165,0.055,0.059,0.0265,0.0125,0.0185
10,1,0.64,0.51,0.17,1.3715,0.567,0.307,0.409
10,3,0.575,0.45,0.145,0.795,0.364,0.1505,0.26
9,3,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17
12,2,0.74,0.565,0.205,2.119,0.9655,0.5185,0.482
6,3,0.4,0.29,0.11,0.329,0.188,0.0455,0.0825
14,3,0.58,0.42,0.16,0.728,0.2725,0.19,0.19
10,1,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285
9,1,0.65,0.52,0.155,1.368,0.6185,0.288,0.365
9,3,0.52,0.395,0.125,0.663,0.3005,0.131,0.1905
10,3,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245
7,3,0.425,0.325,0.105,0.3975,0.1815,0.081,0.1175
12,2,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33
13,3,0.48,0.39,0.15,0.6275,0.276,0.134,0.185
9,2,0.56,0.41,0.16,0.8215,0.342,0.184,0.253
8,1,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505
9,1,0.445,0.34,0.12,0.4475,0.193,0.1035,0.13
8,3,0.425,0.34,0.1,0.371,0.15,0.0865,0.115
9,2,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315
14,3,0.5,0.385,0.155,0.762,0.3795,0.161,0.19
10,3,0.41,0.3,0.115,0.2595,0.097,0.0515,0.08
12,2,0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945
9,3,0.32,0.25,0.08,0.1565,0.057,0.034,0.06
8,3,0.415,0.31,0.095,0.311,0.1125,0.0625,0.115
13,2,0.595,0.495,0.235,1.366,0.5065,0.219,0.52
13,2,0.54,0.435,0.175,0.892,0.322,0.174,0.335
15,1,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905
7,1,0.505,0.4,0.135,0.723,0.377,0.149,0.178
8,2,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295
8,3,0.505,0.355,0.125,0.601,0.25,0.1205,0.185
3,3,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004
7,1,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095
8,2,0.61,0.46,0.155,0.957,0.4255,0.1975,0.265
3,3,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017
4,3,0.135,0.13,0.04,0.029,0.0125,0.0065,0.008
8,2,0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035
7,3,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175
6,3,0.31,0.24,0.105,0.2885,0.118,0.065,0.083
8,1,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905
19,2,0.59,0.45,0.16,0.9,0.358,0.156,0.315
8,2,0.44,0.33,0.115,0.4005,0.143,0.113,0.12
5,3,0.29,0.21,0.07,0.1115,0.048,0.0205,0.03
8,2,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31
9,2,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215
10,1,0.63,0.49,0.165,1.2005,0.575,0.273,0.294
8,1,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365
20,1,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265
9,3,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835
