Rings,"Sex (1 – male, 2 – female, 3 – uvenil)",Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight
15,3,0.465,0.36,0.105,0.498,0.214,0.116,0.14
13,3,0.515,0.42,0.135,0.711,0.337,0.144,0.205
14,2,0.525,0.405,0.115,0.72,0.3105,0.1915,0.2
14,1,0.5,0.385,0.145,0.7615,0.246,0.195,0.204
11,2,0.68,0.55,0.175,1.473,0.713,0.282,0.4295
14,2,0.665,0.525,0.18,1.5785,0.678,0.229,0.456
13,3,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345
9,1,0.59,0.45,0.16,0.998,0.445,0.214,0.301
12,1,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335
6,1,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045
15,3,0.655,0.515,0.145,1.25,0.5265,0.283,0.315
5,3,0.28,0.215,0.08,0.132,0.072,0.022,0.033
9,3,0.585,0.45,0.135,0.855,0.3795,0.187,0.26
10,2,0.555,0.44,0.14,0.846,0.346,0.1715,0.2735
9,2,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565
11,1,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535
8,3,0.5,0.38,0.135,0.5285,0.226,0.123,0.209
10,1,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685
6,3,0.285,0.215,0.06,0.0935,0.031,0.023,0.03
6,2,0.53,0.42,0.17,0.828,0.41,0.208,0.1505
12,1,0.55,0.45,0.155,0.7895,0.343,0.159,0.25
18,1,0.565,0.455,0.17,0.9065,0.342,0.156,0.32
7,1,0.27,0.195,0.07,0.106,0.0465,0.018,0.036
10,3,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172
8,1,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195
10,2,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24
11,2,0.625,0.5,0.16,1.217,0.5725,0.207,0.355
9,2,0.485,0.365,0.12,0.5885,0.27,0.131,0.175
6,3,0.365,0.27,0.085,0.1875,0.081,0.042,0.058
9,1,0.53,0.405,0.13,0.738,0.2845,0.17,0.193
8,1,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276
7,1,0.385,0.295,0.095,0.335,0.147,0.094,0.09
11,1,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19
6,3,0.44,0.35,0.11,0.3805,0.1575,0.0895,0.115
12,2,0.61,0.48,0.16,1.234,0.598,0.238,0.315
21,2,0.68,0.55,0.2,1.596,0.525,0.4075,0.585
5,3,0.26,0.215,0.08,0.099,0.037,0.0255,0.045
9,2,0.575,0.46,0.16,1.103,0.538,0.221,0.249
6,1,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11
8,1,0.58,0.455,0.13,0.852,0.41,0.1725,0.225
10,1,0.66,0.505,0.165,1.374,0.589,0.351,0.345
9,1,0.56,0.45,0.145,0.894,0.3885,0.2095,0.264
9,1,0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685
5,3,0.275,0.205,0.065,0.101,0.041,0.021,0.034
11,2,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515
12,1,0.505,0.395,0.135,0.5915,0.288,0.1315,0.185
9,1,0.545,0.41,0.12,0.793,0.434,0.1405,0.19
18,2,0.655,0.5,0.18,1.4155,0.508,0.314,0.445
12,2,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31
7,3,0.28,0.2,0.065,0.0895,0.036,0.0185,0.03
16,2,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5
10,1,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795
8,3,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945
9,3,0.565,0.42,0.155,0.743,0.31,0.186,0.231
11,3,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195
8,1,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685
6,2,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165
18,1,0.645,0.485,0.155,1.489,0.5915,0.312,0.38
11,1,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462
7,1,0.35,0.265,0.09,0.197,0.073,0.0365,0.077
11,2,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422
7,3,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111
7,3,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895
15,2,0.48,0.4,0.125,0.759,0.2125,0.179,0.24
9,2,0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295
9,2,0.58,0.45,0.155,0.93,0.385,0.246,0.265
8,3,0.39,0.3,0.105,0.259,0.0955,0.038,0.085
22,1,0.655,0.54,0.215,1.844,0.7425,0.327,0.585
6,3,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715
15,2,0.61,0.495,0.19,1.213,0.464,0.306,0.365
10,1,0.62,0.485,0.155,1.049,0.462,0.231,0.25
3,3,0.11,0.09,0.03,0.008,0.0025,0.002,0.003
23,1,0.61,0.49,0.15,1.103,0.425,0.2025,0.36
10,3,0.38,0.275,0.1,0.2255,0.08,0.049,0.085
14,1,0.68,0.53,0.205,1.496,0.5825,0.337,0.465
9,1,0.55,0.425,0.16,0.793,0.343,0.2035,0.215
11,2,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255
9,2,0.455,0.355,0.12,0.4495,0.177,0.104,0.15
10,2,0.645,0.525,0.17,1.37,0.6135,0.283,0.34
9,2,0.605,0.475,0.175,1.076,0.463,0.2195,0.335
7,3,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12
