Rings,"Sex (1 – male, 2 – female, 3 – uvenil)",Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight
11,1,0.63,0.48,0.185,1.21,0.53,0.2555,0.322
17,1,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4
12,2,0.51,0.395,0.12,0.6175,0.262,0.122,0.193
9,1,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254
11,1,0.675,0.52,0.145,1.3645,0.557,0.3405,0.385
9,2,0.56,0.425,0.125,0.932,0.361,0.213,0.335
16,2,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665
10,1,0.685,0.52,0.165,1.519,0.699,0.3685,0.4
12,1,0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642
11,1,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285
12,2,0.595,0.45,0.165,1.081,0.49,0.2525,0.279
19,2,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435
6,3,0.32,0.235,0.08,0.1485,0.064,0.031,0.045
15,1,0.64,0.565,0.23,1.521,0.644,0.372,0.406
10,1,0.6,0.45,0.16,1.142,0.539,0.225,0.307
7,3,0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12
8,3,0.27,0.195,0.07,0.102,0.045,0.0135,0.034
8,3,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228
13,1,0.65,0.515,0.18,1.3315,0.5665,0.347,0.405
9,1,0.605,0.475,0.14,1.1175,0.555,0.257,0.274
9,2,0.37,0.29,0.115,0.25,0.111,0.057,0.075
12,1,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22
8,3,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095
8,3,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157
14,2,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285
12,1,0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495
14,2,0.7,0.575,0.17,1.31,0.5095,0.314,0.42
6,3,0.37,0.27,0.095,0.2175,0.097,0.046,0.065
9,2,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055
7,3,0.35,0.265,0.08,0.2,0.09,0.042,0.06
10,1,0.645,0.505,0.15,1.1605,0.519,0.2615,0.335
11,2,0.78,0.63,0.215,2.657,1.488,0.4985,0.586
11,2,0.71,0.565,0.195,1.817,0.785,0.492,0.49
15,2,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355
12,2,0.585,0.415,0.155,0.6985,0.3,0.146,0.195
10,3,0.56,0.44,0.14,0.825,0.402,0.139,0.245
12,1,0.68,0.54,0.19,1.623,0.7165,0.354,0.4715
8,2,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135
8,3,0.47,0.37,0.11,0.5555,0.25,0.115,0.163
19,1,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325
20,2,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605
9,3,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25
9,3,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255
10,2,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07
19,1,0.69,0.55,0.2,1.8465,0.732,0.472,0.57
10,2,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349
12,2,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37
9,1,0.345,0.27,0.09,0.195,0.078,0.0455,0.059
14,2,0.57,0.445,0.155,0.733,0.282,0.159,0.235
9,1,0.7,0.565,0.18,1.751,0.895,0.3355,0.446
9,1,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475
11,2,0.61,0.47,0.165,1.1785,0.566,0.2785,0.294
9,1,NA,0.255,0.09,0.2005,0.094,0.0295,0.063
10,2,0.53,0.385,0.125,0.6695,0.289,0.151,0.18
18,3,0.65,0.525,0.18,1.626,0.597,0.3445,0.53
11,3,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315
9,1,0.6,0.51,0.185,1.285,0.6095,0.2745,0.315
9,1,0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345
16,1,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29
14,3,0.625,0.465,0.155,0.972,0.404,0.1845,0.35
12,3,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18
11,1,0.6,0.475,0.23,1.157,0.522,0.2235,0.36
10,3,0.55,0.425,0.145,0.89,0.4325,0.171,0.236
8,3,0.41,0.325,0.105,0.361,0.1605,0.0665,0.103
11,2,0.675,0.51,0.15,1.1965,0.475,0.304,0.386
12,1,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309
11,2,0.655,0.455,0.17,1.2895,0.587,0.3165,0.3415
5,3,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008
11,2,0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535
12,3,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306
8,1,0.52,0.4,0.12,0.58,0.234,0.1315,0.185
8,3,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315
10,1,0.58,0.43,0.125,0.9115,0.446,0.2075,0.121
11,3,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225
11,1,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049
11,1,0.56,0.455,0.155,0.797,0.34,0.19,0.2425
9,3,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365
8,3,0.52,0.38,0.125,0.5545,0.288,0.1295,0.167
13,1,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935
14,2,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48
8,3,0.41,0.325,0.11,0.326,0.1325,0.075,0.101
11,1,0.575,0.455,0.155,1.013,0.4685,0.2085,0.295
11,2,0.625,0.49,0.175,1.233,0.5565,0.247,0.365
10,2,0.575,0.42,0.135,0.857,0.461,0.147,0.2125
10,2,0.62,0.5,0.17,1.148,0.5475,0.22,0.3315
12,1,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385
7,1,0.475,0.36,0.1,0.4285,0.1965,0.099,0.112
7,3,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105
6,3,0.44,0.33,0.135,0.4095,0.163,0.1005,0.119
6,2,0.47,0.36,0.11,0.4965,0.237,0.127,0.13
8,3,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095
11,1,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17
10,1,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477
11,2,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3
11,2,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28
9,1,0.575,0.435,0.14,0.8455,0.401,0.191,0.222
10,1,0.585,0.48,0.185,1.04,0.434,0.265,0.285
7,3,0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095
12,3,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28
7,3,0.375,0.27,0.085,0.218,0.0945,0.039,0.07
19,2,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425
9,2,0.595,0.455,0.16,1.04,0.452,0.2655,0.288
16,1,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455
15,2,0.61,0.48,0.175,1.0675,0.391,0.216,0.42
7,3,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795
14,3,0.44,0.345,0.12,0.487,0.1965,0.108,0.16
9,2,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025
12,2,0.515,0.435,0.17,0.631,0.2765,0.111,0.216
9,3,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265
8,3,0.47,0.355,0.12,0.393,0.167,0.0885,0.115
18,1,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29
15,3,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42
9,2,0.445,0.33,0.105,0.4525,0.18,0.103,0.123
8,3,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235
12,2,0.615,0.5,0.175,1.377,0.5585,0.33,0.292
11,1,0.685,0.535,0.175,1.432,0.637,0.247,0.46
5,3,0.31,0.225,0.07,0.1055,0.435,0.015,0.04
10,3,0.55,0.425,0.135,0.656,0.257,0.17,0.203
14,3,0.55,0.425,0.15,0.806,0.376,0.171,0.245
18,2,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395
11,3,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166
7,3,0.43,0.33,0.095,0.32,0.118,0.065,0.123
10,3,0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595
8,3,0.545,0.405,0.13,0.658,0.327,0.1445,0.174
15,1,0.57,0.465,0.125,0.849,0.3785,0.1765,0.24
15,1,0.585,0.455,0.225,1.055,0.3815,0.221,0.365
10,1,0.655,0.55,0.18,1.274,0.586,0.281,0.365
14,2,0.465,0.38,0.135,0.579,0.208,0.1095,0.22
7,3,0.485,0.385,0.13,0.568,0.2505,0.178,0.154
11,2,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385
6,3,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365
